지역,아파트,면적,층,가격
경상북도 경산시 중방동,중방스타힐스,59.9945,1,30500
경상북도 경산시 중방동,초원하이츠,71.12,12,10900
경상북도 경산시 중방동,초원하이츠,71.12,12,13200
경상북도 경산시 중산동,중산하늘채더퍼스트,84.8381,4,46000
경상북도 경산시 중산동,중산하늘채더퍼스트,84.8381,16,53500
경상북도 경산시 중산동,펜타힐즈더샵1차,72.7097,12,36000
경상북도 경산시 중산동,펜타힐즈더샵1차,84.7963,23,43500
경상북도 경산시 중산동,펜타힐즈더샵1차,72.7097,22,37000
경상북도 경산시 중산동,펜타힐즈더샵1차,63.4751,19,31500
경상북도 경산시 중산동,펜타힐즈더샵1차,72.7097,1,34500
경상북도 경산시 중산동,펜타힐즈더샵1차,72.7097,4,36500
경상북도 경산시 중산동,펜타힐즈더샵2차,77.968,10,40200
경상북도 경산시 중산동,펜타힐즈더샵2차,84.9515,24,44500
경상북도 경산시 중산동,펜타힐즈더샵2차,84.9515,7,43200
경상북도 경산시 중산동,펜타힐즈더샵2차,77.968,20,40300
경상북도 경산시 중산동,펜타힐즈더샵2차,84.9515,27,46000
경상북도 경산시 중산동,펜타힐즈더샵2차,84.9515,9,44400
경상북도 경산시 중산동,펜타힐즈더샵2차,84.9492,11,43000
경상북도 경산시 중산동,펜타힐즈서한이다음,72.8234,24,34000
경상북도 경산시 중산동,펜타힐즈서한이다음,84.9504,11,36000
경상북도 경산시 중산동,펜타힐즈서한이다음,84.9504,11,36000
경상북도 경산시 중산동,펜타힐즈서한이다음,84.9606,5,37800
경상북도 경산시 중산동,펜타힐즈서한이다음,72.8234,24,34000
경상북도 경산시 중산동,펜타힐즈서한이다음,59.8949,33,29800
경상북도 경산시 중산동,펜타힐즈서한이다음,59.8949,25,29300
경상북도 경산시 중산동,펜타힐즈서한이다음,84.807,12,36000
경상북도 경산시 중산동,펜타힐즈서한이다음,84.9504,4,34000
경상북도 경산시 중산동,펜타힐즈서한이다음,72.8234,18,33000
경상북도 경산시 중산동,펜타힐즈푸르지오,72.6461,17,42700
경상북도 경산시 중산동,펜타힐즈푸르지오,106.3379,33,59700
경상북도 경산시 중산동,펜타힐즈푸르지오,72.3077,28,37000
경상북도 경산시 중산동,펜타힐즈푸르지오,72.6461,7,39500
경상북도 경산시 중산동,펜타힐즈푸르지오,106.3379,14,60500
경상북도 경산시 중산동,힐스테이트펜타힐즈,72.6,4,37200
경상북도 경산시 중산동,힐스테이트펜타힐즈,84.15,19,48500
경상북도 경산시 진량읍 봉회리,경산1차삼주봉황타운,59.26,8,5910
경상북도 경산시 진량읍 봉회리,경산1차삼주봉황타운,59.26,19,10000
경상북도 경산시 진량읍 봉회리,경산1차삼주봉황타운,59.26,4,5200
경상북도 경산시 진량읍 봉회리,경산1차삼주봉황타운,59.26,12,8300
경상북도 경산시 진량읍 봉회리,경산1차삼주봉황타운,33.54,15,3450
경상북도 경산시 진량읍 봉회리,경산3차삼주봉황타운,59.62,8,7000
경상북도 경산시 진량읍 부기리,진량에덴타운,84.96,10,8000
경상북도 경산시 진량읍 부기리,창신무학타운,59.91,14,8200
경상북도 경산시 진량읍 부기리,창신무학타운,59.91,11,7800
경상북도 경산시 진량읍 북리,경산4차삼주봉황타운,59.62,11,8500
경상북도 경산시 진량읍 북리,경산4차삼주봉황타운,34.2,15,3000
경상북도 경산시 진량읍 북리,경산4차삼주봉황타운,59.62,5,7800
경상북도 경산시 진량읍 북리,우림필유,84.9019,7,23570
경상북도 경산시 진량읍 북리,우림필유,84.9019,10,21900
경상북도 경산시 진량읍 선화리,경산1차윤성,59.94,6,6500
경상북도 경산시 진량읍 선화리,경산1차윤성,40.58,22,4000
경상북도 경산시 진량읍 선화리,경산1차윤성,40.58,10,3500
경상북도 경산시 진량읍 선화리,경산선화청구타운,59.91,2,7700
경상북도 경산시 진량읍 선화리,이안경산진량아파트,84.891,10,27900
경상북도 경산시 진량읍 선화리,이안경산진량아파트,74.8265,14,24500
경상북도 경산시 진량읍 선화리,이안경산진량아파트,59.893,18,18300
경상북도 경산시 진량읍 신상리,경산우방힐타운,84.99,18,15000
경상북도 경산시 진량읍 양기리,초원장미타운,59.88,9,6800
경상북도 경산시 진량읍 양기리,초원장미타운,59.88,4,5000
경상북도 경산시 진량읍 양기리,초원장미타운,59.88,9,6300
경상북도 경산시 진량읍 양기리,초원장미타운,59.88,5,7150
경상북도 경산시 진량읍 양기리,초원장미타운,59.88,15,6900
경상북도 경산시 진량읍 양기리,초원장미타운,59.88,13,5500
경상북도 경산시 진량읍 황제리,창신황제타운,59.91,16,7300
경상북도 경산시 진량읍 황제리,창신황제타운,50.18,1,5600
경상북도 경산시 진량읍 황제리,창신황제타운,59.91,9,7400
경상북도 경산시 하양읍 금락리,경산하양롯데,59.94,19,15500
경상북도 경산시 하양읍 금락리,경산하양롯데,59.94,5,14300
경상북도 경산시 하양읍 금락리,경산하양롯데,59.94,5,14300
경상북도 경산시 하양읍 금락리,삼우황제맨션,84.19,11,15200
경상북도 경산시 하양읍 금락리,하양2차롯데낙천대,59.9675,13,16800
경상북도 경산시 하양읍 금락리,하양금락우방(4차),59.98,5,11700
경상북도 경산시 하양읍 금락리,하양우방3차,59.43,1,15000
경상북도 경산시 하양읍 동서리,신현대,13.8587,2,2550
경상북도 경산시 하양읍 동서리,신현대,13.8587,4,2550
경상북도 경산시 하양읍 동서리,신현대,20.7268,6,4500
경상북도 경산시 하양읍 동서리,하양코아루,84.9643,2,25000
경상북도 경산시 하양읍 서사리,경산하양우미린더센트럴,84.9531,13,32500
경상북도 경산시 하양읍 서사리,경산하양우미린더센트럴,101.9009,22,42500
경상북도 경산시 하양읍 서사리,경산하양우미린더센트럴,84.9531,9,31400
경상북도 경산시 하양읍 서사리,경산하양우미린더센트럴,84.9644,2,31000
경상북도 경산시 하양읍 서사리,경산하양호반써밋더퍼스트,84.8778,26,32800
경상북도 경산시 하양읍 서사리,경산하양호반써밋더퍼스트,84.8778,19,33500
경상북도 경산시 하양읍 서사리,경산하양호반써밋더퍼스트,98.4436,8,40500
경상북도 경산시 하양읍 서사리,경산하양호반써밋더퍼스트,84.8778,5,31800
경상북도 경산시 하양읍 서사리,경산하양호반써밋더퍼스트,98.4436,16,40800
경상북도 경산시 하양읍 서사리,경산하양호반써밋더퍼스트,98.4436,20,41600
경상북도 경주시 감포읍 감포리,감포읍꿈애공간아파트,76.1831,4,16600
경상북도 경주시 감포읍 감포리,남호비치타워,68.5,6,6300
경상북도 경주시 감포읍 감포리,자연과사람,49.6703,10,7000
경상북도 경주시 강동면 유금리,벽산반도,84.79,8,10500
경상북도 경주시 강동면 유금리,위덕삼성타운,39.9912,4,3800
경상북도 경주시 강동면 유금리,위덕삼성타운,39.9912,2,5500
경상북도 경주시 건천읍 건천리,낙원,66.63,5,3000
경상북도 경주시 건천읍 천포리,서라벌명가,84.8414,6,14500
경상북도 경주시 건천읍 천포리,전원홈그린,39.9625,2,4700
경상북도 경주시 노서동,조은,53.46,5,6900
경상북도 경주시 도지동,코아루그랑블,129.4545,4,23800
경상북도 경주시 도지동,코아루그랑블,129.4545,4,24900
경상북도 경주시 도지동,코아루그랑블,84.9983,10,17500
경상북도 경주시 동천동,경주우방타운,84.91,9,21400
경상북도 경주시 동천동,경주우방타운,59.99,12,16000
경상북도 경주시 동천동,경주우방타운,59.99,5,15700
경상북도 경주시 동천동,경주우방타운,75.6,3,14800
경상북도 경주시 동천동,경주우방타운,134.89,10,26300
